id,key,value,type
153699536,ele,159,regular
153699536,gnis:Class,Populated Place,regular
153699536,gnis:County,Jefferson,regular
153699536,gnis:County_num,111,regular
153699536,gnis:ST_alpha,KY,regular
153699536,gnis:ST_num,21,regular
153699536,id,488721,gnis
153699536,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153699536,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153699536,name,Camp Taylor,regular
153699536,place,Hamlet,regular
153699536,wikidata,Q5027630,regular
153702867,population,1116;2006,census
153702867,ele,145,regular
153702867,gnis:Class,Populated Place,regular
153702867,gnis:County,Jefferson,regular
153702867,gnis:County_num,111,regular
153702867,gnis:ST_alpha,KY,regular
153702867,gnis:ST_num,21,regular
153702867,id,1669497,gnis
153702867,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153702867,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153702867,name,Watterson Park,regular
153702867,place,Village,regular
153702867,population,1116,regular
153708193,population,15616;2006,census
153708193,ele,139,regular
153708193,gnis:Class,Populated Place,regular
153708193,gnis:County,Jefferson,regular
153708193,gnis:County_num,111,regular
153708193,gnis:ST_alpha,KY,regular
153708193,gnis:ST_num,21,regular
153708193,id,503400,gnis
153708193,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153708193,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153708193,name,Shively,regular
153708193,place,Town,regular
153708193,population,15616,regular
153708193,wikidata,Q2018823,regular
153717745,population,408;2006,census
153717745,ele,143,regular
153717745,gnis:Class,Populated Place,regular
153717745,gnis:County,Jefferson,regular
153717745,gnis:County_num,111,regular
153717745,gnis:ST_alpha,KY,regular
153717745,gnis:ST_num,21,regular
153717745,id,1669496,gnis
153717745,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153717745,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153717745,name,Poplar Hills,regular
153717745,place,Village,regular
153717745,population,408,regular
153725460,population,981;2006,census
153725460,ele,144,regular
153725460,gnis:Class,Populated Place,regular
153725460,gnis:County,Jefferson,regular
153725460,gnis:County_num,111,regular
153725460,gnis:ST_alpha,KY,regular
153725460,gnis:ST_num,21,regular
153725460,id,497386,gnis
153725460,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153725460,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153725460,name,Lynnview,regular
153725460,place,Village,regular
153725460,population,981,regular
153760841,ele,154,regular
153760841,gnis:Class,Populated Place,regular
153760841,gnis:County,Jefferson,regular
153760841,gnis:County_num,111,regular
153760841,gnis:ST_alpha,KY,regular
153760841,gnis:ST_num,21,regular
153760841,id,501305,gnis
153760841,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153760841,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153760841,name,Prestonia,regular
153760841,place,Hamlet,regular
153760841,wikidata,Q7242049,regular
153765886,ele,137,regular
153765886,gnis:Class,Populated Place,regular
153765886,gnis:County,Jefferson,regular
153765886,gnis:County_num,111,regular
153765886,gnis:ST_alpha,KY,regular
153765886,gnis:ST_num,21,regular
153765886,id,502607,gnis
153765886,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153765886,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153765886,name,Saint Denis,regular
153765886,place,Hamlet,regular
153777420,ele,158,regular
153777420,gnis:Class,Populated Place,regular
153777420,gnis:County,Jefferson,regular
153777420,gnis:County_num,111,regular
153777420,gnis:ST_alpha,KY,regular
153777420,gnis:ST_num,21,regular
153777420,id,1967434,gnis
153777420,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153777420,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153777420,name,Louisville-Jefferson County (Balance),regular
153777420,place,Hamlet,regular
153795509,ele,139,regular
153795509,gnis:Class,Populated Place,regular
153795509,gnis:County,Jefferson,regular
153795509,gnis:County_num,111,regular
153795509,gnis:ST_alpha,KY,regular
153795509,gnis:ST_num,21,regular
153795509,id,495136,gnis
153795509,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153795509,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153795509,name,Jacobs Addition,regular
153795509,place,Hamlet,regular
153797559,ele,138,regular
153797559,gnis:Class,Populated Place,regular
153797559,gnis:County,Jefferson,regular
153797559,gnis:County_num,111,regular
153797559,gnis:ST_alpha,KY,regular
153797559,gnis:ST_num,21,regular
153797559,id,493983,gnis
153797559,import_uuid,Bb7269Ee-502A-5391-8056-E3Ce0E66489C,regular
153797559,is_in,"Jefferson,Kentucky,Ky.,Ky,Usa",regular
153797559,name,Heatherfield,regular
153797559,place,Hamlet,regular
164582167,highway,Motorway_Junction,regular
164582167,ref,131B,regular
164582607,highway,Motorway_Junction,regular
164582607,ref,8B,regular
164583173,highway,Motorway_Junction,regular
164583173,ref,128,regular
164583224,highway,Motorway_Junction,regular
164583224,noref,Yes,regular
164583646,highway,Traffic_Signals,regular
164583734,highway,Motorway_Junction,regular
164583734,ref,10,regular
164584722,highway,Motorway_Junction,regular
164584722,ref,130,regular
164584766,highway,Traffic_Signals,regular
164584766,source,Yahoo,regular
164584985,highway,Motorway_Junction,regular
164584985,noref,Yes,regular
164585007,highway,Motorway_Junction,regular
164585791,highway,Motorway_Junction,regular
164585791,ref,131A,regular
164585843,highway,Motorway_Junction,regular
164585843,ref,131A,regular
164586035,highway,Traffic_Signals,regular
164586035,source,Yahoo,regular
164586218,highway,Motorway_Junction,regular
164586218,ref,128,regular
164587322,highway,Motorway_Junction,regular
164587322,ref,5B,regular
164587351,highway,Motorway_Junction,regular
164587351,ref,5A,regular
164588100,highway,Motorway_Junction,regular
164588100,ref,12,regular
164588237,highway,Motorway_Junction,regular
164588237,ref,15,regular
164588280,highway,Traffic_Signals,regular
164588280,source,Yahoo,regular
164588356,highway,Traffic_Signals,regular
164588479,highway,Motorway_Junction,regular
164588546,highway,Traffic_Signals,regular
164588585,highway,Motorway_Junction,regular
164588585,ref,11,regular
164589317,highway,Motorway_Junction,regular
164589317,ref,131B,regular
164590305,highway,Motorway_Junction,regular
164590305,ref,127,regular
164590375,highway,Motorway_Junction,regular
164590375,noref,Yes,regular
164591965,highway,Traffic_Signals,regular
164591997,highway,Motorway_Junction,regular
164591997,ref,14,regular
164592643,highway,Motorway_Junction,regular
164592655,highway,Motorway_Junction,regular
164592701,highway,Motorway_Junction,regular
164592701,noref,Yes,regular
164592965,highway,Motorway_Junction,regular
164592965,ref,14,regular
164593089,highway,Motorway_Junction,regular
164593089,ref,15B,regular
164593595,highway,Traffic_Signals,regular
164594079,highway,Motorway_Junction,regular
164595676,highway,Motorway_Junction,regular
164595676,ref,8A,regular
164596254,highway,Traffic_Signals,regular
164596431,highway,Motorway_Junction,regular
164596431,noref,Yes,regular
164597481,highway,Motorway_Junction,regular
164597481,noref,Yes,regular
164600294,highway,Motorway_Junction,regular
164600294,ref,131A,regular
164601726,highway,Traffic_Signals,regular
164601811,highway,Motorway_Junction,regular
164601811,ref,12,regular
164602041,highway,Motorway_Junction,regular
164602041,ref,130,regular
164603701,highway,Motorway_Junction,regular
164603701,ref,132,regular
164603920,highway,Motorway_Junction,regular
164603920,ref,9,regular
164606420,highway,Motorway_Junction,regular
164606420,ref,9,regular
164606462,highway,Traffic_Signals,regular
164606844,highway,Motorway_Junction,regular
164606844,ref,8A,regular
164608021,highway,Traffic_Signals,regular
164608176,highway,Motorway_Junction,regular
164608176,ref,15A,regular
164608449,highway,Motorway_Junction,regular
164608449,ref,133,regular
164608731,railway,Level_Crossing,regular
164609969,highway,Motorway_Junction,regular
164609969,ref,8B,regular
164610554,highway,Traffic_Signals,regular
164611110,highway,Motorway_Junction,regular
164611110,ref,10,regular
164611122,highway,Traffic_Signals,regular
164611206,highway,Traffic_Signals,regular
164611206,source,Yahoo,regular
164611491,highway,Motorway_Junction,regular
164611491,ref,132,regular
164612355,highway,Turning_Circle,regular
164612355,source,Yahoo,regular
164612364,bus,Yes,regular
164612364,highway,Bus_Stop,regular
164612364,name,Estate / Delmar,regular
164612364,network,Transit Authority Of River City,regular
164612364,operator,Transit Authority Of River City,regular
164612364,public_transport,Stop_Position,regular
164612370,bus,Yes,regular
164612370,highway,Bus_Stop,regular
164612370,name,Estate / Anna,regular
164612370,network,Transit Authority Of River City,regular
164612370,operator,Transit Authority Of River City,regular
164612370,public_transport,Stop_Position,regular
164614416,highway,Traffic_Signals,regular
164614644,highway,Traffic_Signals,regular
164620056,highway,Traffic_Signals,regular
164620069,highway,Traffic_Signals,regular
164620105,railway,Level_Crossing,regular
164621642,highway,Traffic_Signals,regular
164622061,crossing,Zebra,regular
164622061,highway,Crossing,regular
164622114,crossing,Zebra,regular
164622114,highway,Crossing,regular
164622308,crossing,Zebra,regular
164622308,highway,Crossing,regular
164622492,barrier,Lift_Gate,regular
164622492,bicycle,Yes,regular
164622492,foot,Yes,regular
164622492,motorcar,Yes,regular
164622492,motorcycle,Yes,regular
164622586,highway,Crossing,regular
164622599,highway,Crossing,regular
164622623,highway,Crossing,regular
164625321,highway,Turning_Circle,regular
164625321,source,Yahoo,regular
164626269,highway,Stop,regular
164626269,stop,All,regular
164628868,highway,Traffic_Signals,regular
164630283,highway,Traffic_Signals,regular
164636299,highway,Stop,regular
164636299,stop,All,regular
164636324,highway,Traffic_Signals,regular
164636409,highway,Traffic_Signals,regular
164639355,highway,Turning_Circle,regular
164642479,railway,Level_Crossing,regular
164643996,highway,Traffic_Signals,regular
164644039,highway,Traffic_Signals,regular
164644063,highway,Traffic_Signals,regular
164644069,highway,Traffic_Signals,regular
164644171,highway,Traffic_Signals,regular
164644174,bus,Yes,regular
164644174,highway,Bus_Stop,regular
164644174,name,7Th / Wathen,regular
164644174,network,Transit Authority Of River City,regular
164644174,operator,Transit Authority Of River City,regular
164644174,public_transport,Stop_Position,regular
164644186,highway,Traffic_Signals,regular
164644188,bus,Yes,regular
164644188,highway,Bus_Stop,regular
164644188,name,7Th / Arcade,regular
164644188,network,Transit Authority Of River City,regular
164644188,operator,Transit Authority Of River City,regular
164644188,public_transport,Stop_Position,regular
164644278,bus,Yes,regular
164644278,highway,Bus_Stop,regular
164644278,name,7Th / Berry,regular
164644278,network,Transit Authority Of River City,regular
164644278,operator,Transit Authority Of River City,regular
164644278,public_transport,Stop_Position,regular
164645275,highway,Turning_Circle,regular
164645275,source,Yahoo,regular
164645718,bus,Yes,regular
164645718,highway,Bus_Stop,regular
164645718,name,Rochester / Southside,regular
164645718,network,Transit Authority Of River City,regular
164645718,operator,Transit Authority Of River City,regular
164645718,public_transport,Stop_Position,regular
164645721,highway,Traffic_Signals,regular
164649514,highway,Turning_Circle,regular
164650712,highway,Traffic_Signals,regular
164650712,traffic_signals,Blinker,regular
164650766,highway,Traffic_Signals,regular
164653021,railway,Level_Crossing,regular
164653021,source,Yahoo,regular
164653172,railway,Level_Crossing,regular
164653181,railway,Level_Crossing,regular
164653201,railway,Level_Crossing,regular
164653207,railway,Level_Crossing,regular
164653487,railway,Level_Crossing,regular
164653755,railway,Level_Crossing,regular
164653765,railway,Level_Crossing,regular
164653778,railway,Level_Crossing,regular
164653784,railway,Level_Crossing,regular
164653946,railway,Level_Crossing,regular
164654062,railway,Level_Crossing,regular
164654323,railway,Level_Crossing,regular
164654369,railway,Level_Crossing,regular
164654387,railway,Level_Crossing,regular
164654739,railway,Level_Crossing,regular
164654786,railway,Level_Crossing,regular
164654791,railway,Level_Crossing,regular
164654812,railway,Level_Crossing,regular
164654857,railway,Level_Crossing,regular
164657418,highway,Traffic_Signals,regular
164657496,bus,Yes,regular
164657496,highway,Bus_Stop,regular
164657496,name,Southern Parkway / Florence,regular
164657496,network,Transit Authority Of River City,regular
164657496,operator,Transit Authority Of River City,regular
164657496,public_transport,Stop_Position,regular
164657496,tactile_paving,No,regular
164657515,bus,Yes,regular
164657515,highway,Bus_Stop,regular
164657515,name,Ashland / Southern Parkway,regular
164657515,network,Transit Authority Of River City,regular
164657515,operator,Transit Authority Of River City,regular
164657515,public_transport,Stop_Position,regular
164657515,tactile_paving,No,regular
164657527,highway,Traffic_Signals,regular
164657573,highway,Traffic_Signals,regular
164660308,highway,Traffic_Signals,regular
164662046,noexit,Yes,regular
164662051,noexit,Yes,regular
164664278,highway,Traffic_Signals,regular
164664342,highway,Traffic_Signals,regular
164664509,highway,Traffic_Signals,regular
164666159,highway,Turning_Circle,regular
164666159,source,Yahoo,regular
164684133,bus,Yes,regular
164684133,highway,Bus_Stop,regular
164684133,name,Steedly / Southside,regular
164684133,network,Transit Authority Of River City,regular
164684133,operator,Transit Authority Of River City,regular
164684133,public_transport,Stop_Position,regular
164684133,tactile_paving,No,regular
164684152,bus,Yes,regular
164684152,highway,Bus_Stop,regular
164684152,name,Steedly / Strawberry,regular
164684152,network,Transit Authority Of River City,regular
164684152,operator,Transit Authority Of River City,regular
164684152,public_transport,Stop_Position,regular
164684152,tactile_paving,No,regular
164685449,railway,Level_Crossing,regular
164687456,highway,Traffic_Signals,regular
164700302,highway,Traffic_Signals,regular
164704949,highway,Traffic_Signals,regular
164704949,traffic_signals,Signal,regular
164709314,railway,Level_Crossing,regular
164714638,highway,Traffic_Signals,regular
164714675,highway,Traffic_Signals,regular
164715163,highway,Traffic_Signals,regular
164717190,highway,Traffic_Signals,regular
164719196,noexit,Yes,regular
164722892,highway,Traffic_Signals,regular
164723571,highway,Traffic_Signals,regular
164723643,highway,Traffic_Signals,regular
164725167,highway,Stop,regular
164727150,direction,Forward,regular
164727150,highway,Stop,regular
164728255,noexit,Yes,regular
164728552,highway,Traffic_Signals,regular
164728617,highway,Traffic_Signals,regular
164734908,highway,Traffic_Signals,regular
164734935,highway,Traffic_Signals,regular
164734954,highway,Traffic_Signals,regular
164735041,highway,Traffic_Signals,regular
164735092,highway,Traffic_Signals,regular
164735122,highway,Traffic_Signals,regular
164735161,highway,Traffic_Signals,regular
164735177,highway,Crossing,regular
164735178,highway,Traffic_Signals,regular
164735256,highway,Traffic_Signals,regular
164735306,highway,Traffic_Signals,regular
164735351,highway,Traffic_Signals,regular
164735429,highway,Traffic_Signals,regular
164735445,highway,Traffic_Signals,regular
164735459,highway,Traffic_Signals,regular
164735614,bus,Yes,regular
164735614,highway,Bus_Stop,regular
164735614,name,Poplar Level / Sheperdsville,regular
164735614,network,Transit Authority Of River City,regular
164735614,operator,Transit Authority Of River City,regular
164735614,public_transport,Stop_Position,regular
164735659,railway,Level_Crossing,regular
164752413,highway,Traffic_Signals,regular
164753814,highway,Traffic_Signals,regular
164762539,highway,Traffic_Signals,regular
164762600,highway,Traffic_Signals,regular
164762728,highway,Traffic_Signals,regular
164764346,highway,Turning_Circle,regular
164764346,source,Yahoo,regular
164764757,bus,Yes,regular
164764757,highway,Bus_Stop,regular
164764757,name,Street Andrews Church / Street Anthony Church,regular
164764757,network,Transit Authority Of River City,regular
164764757,operator,Transit Authority Of River City,regular
164764757,public_transport,Stop_Position,regular
164764775,highway,Traffic_Signals,regular
164765980,highway,Stop,regular
164765980,stop,All,regular
164766845,highway,Turning_Circle,regular
164766845,source,Yahoo,regular
164774053,highway,Traffic_Signals,regular
164775710,highway,Traffic_Signals,regular
164776748,highway,Traffic_Signals,regular
164779768,highway,Turning_Circle,regular
164785309,highway,Turning_Circle,regular
164786160,highway,Turning_Circle,regular
164792281,highway,Turning_Circle,regular
164792281,source,Yahoo,regular
164793390,highway,Bus_Stop,regular
164793390,name,Crittenden / Wainwright,regular
164793406,bus,Yes,regular
164793406,highway,Bus_Stop,regular
164793406,name,Crittenden / Eastern Parkway,regular
164793406,network,Transit Authority Of River City,regular
164793406,operator,Transit Authority Of River City,regular
164793406,public_transport,Stop_Position,regular
164793408,highway,Traffic_Signals,regular
164793414,bus,Yes,regular
164793414,highway,Bus_Stop,regular
164793414,name,Crittenden / Maylawn,regular
164793414,network,Transit Authority Of River City,regular
164793414,operator,Transit Authority Of River City,regular
164793414,public_transport,Stop_Position,regular
164793414,tactile_paving,No,regular
164793478,bus,Yes,regular
164793478,highway,Bus_Stop,regular
164793478,name,Crittenden / KFEC Gate 3,regular
164793478,network,Transit Authority Of River City,regular
164793478,operator,Transit Authority Of River City,regular
164793478,public_transport,Stop_Position,regular
164793478,tactile_paving,No,regular
164793494,bus,Yes,regular
164793494,highway,Bus_Stop,regular
164793494,name,Crittenden / KFEC Gate 2,regular
164793494,network,Transit Authority Of River City,regular
164793494,operator,Transit Authority Of River City,regular
164793494,public_transport,Stop_Position,regular
164793494,tactile_paving,No,regular
164793497,bus,Yes,regular
164793497,highway,Bus_Stop,regular
164793497,name,Crittenden / KFEC Gate 2,regular
164793497,network,Transit Authority Of River City,regular
164793497,operator,Transit Authority Of River City,regular
164793497,public_transport,Stop_Position,regular
164793497,tactile_paving,No,regular
164793527,bus,Yes,regular
164793527,highway,Bus_Stop,regular
164793527,name,Crittenden / Dakota,regular
164793527,network,Transit Authority Of River City,regular
164793527,operator,Transit Authority Of River City,regular
164793527,public_transport,Stop_Position,regular
164793527,tactile_paving,No,regular
164793530,highway,Traffic_Signals,regular
164793547,highway,Traffic_Signals,regular
164794151,highway,Traffic_Signals,regular
164794264,noexit,Yes,regular
164797929,highway,Stop,regular
164797933,highway,Stop,regular
164803735,noexit,Yes,regular
164804549,highway,Traffic_Signals,regular
164804557,bus,Yes,regular
164804557,highway,Bus_Stop,regular
164804557,name,3Rd / Engineering Graphics,regular
164804557,network,Transit Authority Of River City,regular
164804557,operator,Transit Authority Of River City,regular
164804557,public_transport,Stop_Position,regular
164804575,highway,Traffic_Signals,regular
164804596,highway,Traffic_Signals,regular
164804646,highway,Traffic_Signals,regular
164804671,highway,Traffic_Signals,regular
164804677,bus,Yes,regular
164804677,highway,Bus_Stop,regular
164804677,name,3Rd / Woodlawn,regular
164804677,network,Transit Authority Of River City,regular
164804677,operator,Transit Authority Of River City,regular
164804677,public_transport,Stop_Position,regular
164804677,tactile_paving,No,regular
164804683,bus,Yes,regular
164804683,name,3Rd / Woodlawn,regular
164804683,public_transport,Stop_Position,regular
164804687,highway,Traffic_Signals,regular
164804690,bus,Yes,regular
164804690,highway,Bus_Stop,regular
164804690,name,S 3Rd / W Amherst,regular
164804690,network,Transit Authority Of River City,regular
164804690,operator,Transit Authority Of River City,regular
164804690,public_transport,Stop_Position,regular
164804690,tactile_paving,No,regular
164804770,name,3Rd / Kenwood,regular
164804770,public_transport,Stop_Position,regular
164806294,highway,Turning_Loop,regular
164806358,highway,Turning_Circle,regular
164806385,highway,Traffic_Signals,regular
164806385,source,Yahoo,regular
164808899,highway,Turning_Circle,regular
164811004,bus,Yes,regular
164811004,highway,Bus_Stop,regular
164811004,name,Rockford / Rockford Plaza,regular
164811004,network,Transit Authority Of River City,regular
164811004,operator,Transit Authority Of River City,regular
164811004,public_transport,Stop_Position,regular
164811035,highway,Traffic_Signals,regular
164811042,bus,Yes,regular
164811042,highway,Bus_Stop,regular
164811042,name,Rockford / Duane,regular
164811042,network,Transit Authority Of River City,regular
164811042,operator,Transit Authority Of River City,regular
164811042,public_transport,Stop_Position,regular
164811049,bus,Yes,regular
164811049,highway,Bus_Stop,regular
164811049,name,Rockford / Duane,regular
164811049,network,Transit Authority Of River City,regular
164811049,operator,Transit Authority Of River City,regular
164811049,public_transport,Stop_Position,regular
164811976,railway,Level_Crossing,regular
164811978,railway,Level_Crossing,regular
164816477,bus,Yes,regular
164816477,highway,Bus_Stop,regular
164816477,name,Southside / W Tenny,regular
164816477,network,Transit Authority Of River City,regular
164816477,operator,Transit Authority Of River City,regular
164816477,public_transport,Stop_Position,regular
164816477,tactile_paving,No,regular
164816511,bus,Yes,regular
164816511,highway,Bus_Stop,regular
164816511,name,Southside / Southland,regular
164816511,network,Transit Authority Of River City,regular
164816511,operator,Transit Authority Of River City,regular
164816511,public_transport,Stop_Position,regular
164816511,tactile_paving,No,regular
164816515,highway,Traffic_Signals,regular
164816540,bus,Yes,regular
164816540,highway,Bus_Stop,regular
164816540,name,Southside / Gheens,regular
164816540,network,Transit Authority Of River City,regular
164816540,operator,Transit Authority Of River City,regular
164816540,public_transport,Stop_Position,regular
164816540,tactile_paving,No,regular
164816582,bus,Yes,regular
164816582,highway,Bus_Stop,regular
164816582,name,Southside / Lawndale,regular
164816582,network,Transit Authority Of River City,regular
164816582,operator,Transit Authority Of River City,regular
164816582,public_transport,Stop_Position,regular
164816582,tactile_paving,No,regular
164816592,bus,Yes,regular
164816592,highway,Bus_Stop,regular
164816592,network,Transit Authority Of River City,regular
164816592,operator,Transit Authority Of River City,regular
164816592,public_transport,Stop_Position,regular
164816592,tactile_paving,No,regular
164816605,bus,Yes,regular
164816605,highway,Bus_Stop,regular
164816605,name,Southside / Cambridge,regular
164816605,network,Transit Authority Of River City,regular
164816605,operator,Transit Authority Of River City,regular
164816605,public_transport,Stop_Position,regular
164816605,tactile_paving,No,regular
164816632,highway,Traffic_Signals,regular
164817339,highway,Turning_Circle,regular
164819307,highway,Stop,regular
164819717,highway,Stop,regular
164819717,stop,All,regular
164819825,highway,Turning_Loop,regular
164821655,highway,Traffic_Signals,regular
164825317,highway,Turning_Circle,regular
164825317,source,Yahoo,regular
